lap,position,seconds,nationality,drivername,name,time_gap
57,5,74.852,Monegasque,Charles Leclerc,Dutch Grand Prix,7007.0
58,5,74.78,Monegasque,Charles Leclerc,Dutch Grand Prix,4540.0
59,5,74.9,Monegasque,Charles Leclerc,Dutch Grand Prix,4616.0
60,5,74.787,Monegasque,Charles Leclerc,Dutch Grand Prix,11889.0
61,5,74.904,Monegasque,Charles Leclerc,Dutch Grand Prix,8204.0
62,5,74.837,Monegasque,Charles Leclerc,Dutch Grand Prix,5468.0
63,5,76.832,Monegasque,Charles Leclerc,Dutch Grand Prix,3882.0
64,5,77.754,Monegasque,Charles Leclerc,Dutch Grand Prix,4356.0
65,5,76.058,Monegasque,Charles Leclerc,Dutch Grand Prix,4257.0
66,5,75.852,Monegasque,Charles Leclerc,Dutch Grand Prix,8417.0
67,5,75.432,Monegasque,Charles Leclerc,Dutch Grand Prix,6883.0
68,5,75.458,Monegasque,Charles Leclerc,Dutch Grand Prix,21613.0
69,5,75.269,Monegasque,Charles Leclerc,Dutch Grand Prix,51838.0
70,5,76.589,Monegasque,Charles Leclerc,Dutch Grand Prix,6327.0
71,5,76.544,Monegasque,Charles Leclerc,Dutch Grand Prix,18679.0
1,6,83.478,Spanish,Carlos Sainz,Dutch Grand Prix,19594.0
2,6,78.168,Spanish,Carlos Sainz,Dutch Grand Prix,5314.0
3,6,77.552,Spanish,Carlos Sainz,Dutch Grand Prix,5712.0
4,6,77.269,Spanish,Carlos Sainz,Dutch Grand Prix,10462.0
5,6,77.044,Spanish,Carlos Sainz,Dutch Grand Prix,37915.0
6,6,76.989,Spanish,Carlos Sainz,Dutch Grand Prix,4462.0
7,6,77.055,Spanish,Carlos Sainz,Dutch Grand Prix,5659.0
8,6,76.814,Spanish,Carlos Sainz,Dutch Grand Prix,6463.0
9,6,76.893,Spanish,Carlos Sainz,Dutch Grand Prix,18749.0
10,6,76.677,Spanish,Carlos Sainz,Dutch Grand Prix,7195.0
11,6,76.76,Spanish,Carlos Sainz,Dutch Grand Prix,19177.0
12,6,76.796,Spanish,Carlos Sainz,Dutch Grand Prix,3635.0
13,6,76.451,Spanish,Carlos Sainz,Dutch Grand Prix,4878.0
14,6,76.631,Spanish,Carlos Sainz,Dutch Grand Prix,5709.0
15,6,76.509,Spanish,Carlos Sainz,Dutch Grand Prix,3986.0
16,6,76.854,Spanish,Carlos Sainz,Dutch Grand Prix,5421.0
17,6,76.865,Spanish,Carlos Sainz,Dutch Grand Prix,3059.0
18,6,76.295,Spanish,Carlos Sainz,Dutch Grand Prix,3055.0
19,6,76.275,Spanish,Carlos Sainz,Dutch Grand Prix,3567.0
20,6,76.348,Spanish,Carlos Sainz,Dutch Grand Prix,3871.0
21,6,76.317,Spanish,Carlos Sainz,Dutch Grand Prix,17053.0
22,6,76.535,Spanish,Carlos Sainz,Dutch Grand Prix,18817.0
23,6,76.419,Spanish,Carlos Sainz,Dutch Grand Prix,6403.0
24,6,76.561,Spanish,Carlos Sainz,Dutch Grand Prix,21196.0
25,5,76.685,Spanish,Carlos Sainz,Dutch Grand Prix,18776.0
26,5,76.639,Spanish,Carlos Sainz,Dutch Grand Prix,5540.0
27,5,76.738,Spanish,Carlos Sainz,Dutch Grand Prix,6049.0
28,5,77.033,Spanish,Carlos Sainz,Dutch Grand Prix,20189.0
29,5,77.053,Spanish,Carlos Sainz,Dutch Grand Prix,2608.0
30,5,77.151,Spanish,Carlos Sainz,Dutch Grand Prix,9775.0
31,5,80.945,Spanish,Carlos Sainz,Dutch Grand Prix,26792.0
32,7,95.822,Spanish,Carlos Sainz,Dutch Grand Prix,20936.0
33,7,76.263,Spanish,Carlos Sainz,Dutch Grand Prix,6748.0
34,6,75.94,Spanish,Carlos Sainz,Dutch Grand Prix,22496.0
35,6,75.77,Spanish,Carlos Sainz,Dutch Grand Prix,20638.0
36,6,75.702,Spanish,Carlos Sainz,Dutch Grand Prix,10396.0
37,6,75.881,Spanish,Carlos Sainz,Dutch Grand Prix,5415.0
38,6,75.482,Spanish,Carlos Sainz,Dutch Grand Prix,5416.0
39,6,75.707,Spanish,Carlos Sainz,Dutch Grand Prix,5836.0
40,6,75.665,Spanish,Carlos Sainz,Dutch Grand Prix,16938.0
41,6,75.585,Spanish,Carlos Sainz,Dutch Grand Prix,23057.0
42,6,75.725,Spanish,Carlos Sainz,Dutch Grand Prix,6105.0
43,6,75.428,Spanish,Carlos Sainz,Dutch Grand Prix,21770.0
44,6,75.633,Spanish,Carlos Sainz,Dutch Grand Prix,5833.0
45,6,75.26,Spanish,Carlos Sainz,Dutch Grand Prix,19568.0
46,6,75.715,Spanish,Carlos Sainz,Dutch Grand Prix,4008.0
47,6,75.777,Spanish,Carlos Sainz,Dutch Grand Prix,5864.0
48,6,75.701,Spanish,Carlos Sainz,Dutch Grand Prix,19267.0
49,6,75.635,Spanish,Carlos Sainz,Dutch Grand Prix,5521.0
50,6,75.655,Spanish,Carlos Sainz,Dutch Grand Prix,4776.0
51,6,77.916,Spanish,Carlos Sainz,Dutch Grand Prix,4592.0
52,6,77.583,Spanish,Carlos Sainz,Dutch Grand Prix,4715.0
53,6,76.041,Spanish,Carlos Sainz,Dutch Grand Prix,5312.0
54,6,76.02,Spanish,Carlos Sainz,Dutch Grand Prix,4633.0
55,6,75.829,Spanish,Carlos Sainz,Dutch Grand Prix,3405.0
56,6,75.896,Spanish,Carlos Sainz,Dutch Grand Prix,4243.0
57,6,75.381,Spanish,Carlos Sainz,Dutch Grand Prix,7007.0
58,6,75.602,Spanish,Carlos Sainz,Dutch Grand Prix,4540.0
59,6,75.564,Spanish,Carlos Sainz,Dutch Grand Prix,4616.0
60,6,75.655,Spanish,Carlos Sainz,Dutch Grand Prix,11889.0
61,6,76.029,Spanish,Carlos Sainz,Dutch Grand Prix,8204.0
62,6,79.155,Spanish,Carlos Sainz,Dutch Grand Prix,5468.0
63,6,75.853,Spanish,Carlos Sainz,Dutch Grand Prix,3882.0
64,6,75.743,Spanish,Carlos Sainz,Dutch Grand Prix,4356.0
65,6,75.678,Spanish,Carlos Sainz,Dutch Grand Prix,4257.0
66,6,76.445,Spanish,Carlos Sainz,Dutch Grand Prix,8417.0
67,6,76.154,Spanish,Carlos Sainz,Dutch Grand Prix,6883.0
68,6,76.171,Spanish,Carlos Sainz,Dutch Grand Prix,21613.0
69,6,75.993,Spanish,Carlos Sainz,Dutch Grand Prix,51838.0
70,6,76.464,Spanish,Carlos Sainz,Dutch Grand Prix,6327.0
71,7,77.579,Spanish,Carlos Sainz,Dutch Grand Prix,18679.0
1,7,84.243,Spanish,Fernando Alonso,Dutch Grand Prix,19594.0
2,7,78.102,Spanish,Fernando Alonso,Dutch Grand Prix,5314.0
3,7,77.532,Spanish,Fernando Alonso,Dutch Grand Prix,5712.0
4,7,77.805,Spanish,Fernando Alonso,Dutch Grand Prix,10462.0
5,7,78.107,Spanish,Fernando Alonso,Dutch Grand Prix,37915.0
6,7,77.955,Spanish,Fernando Alonso,Dutch Grand Prix,4462.0
7,7,77.988,Spanish,Fernando Alonso,Dutch Grand Prix,5659.0
8,7,77.966,Spanish,Fernando Alonso,Dutch Grand Prix,6463.0
9,7,77.745,Spanish,Fernando Alonso,Dutch Grand Prix,18749.0
10,7,77.96,Spanish,Fernando Alonso,Dutch Grand Prix,7195.0
11,7,77.78,Spanish,Fernando Alonso,Dutch Grand Prix,19177.0
12,7,77.44,Spanish,Fernando Alonso,Dutch Grand Prix,3635.0
13,7,77.41,Spanish,Fernando Alonso,Dutch Grand Prix,4878.0
14,7,77.269,Spanish,Fernando Alonso,Dutch Grand Prix,5709.0
15,7,76.759,Spanish,Fernando Alonso,Dutch Grand Prix,3986.0
16,7,76.532,Spanish,Fernando Alonso,Dutch Grand Prix,5421.0
17,7,76.622,Spanish,Fernando Alonso,Dutch Grand Prix,3059.0
18,7,76.606,Spanish,Fernando Alonso,Dutch Grand Prix,3055.0
19,7,76.436,Spanish,Fernando Alonso,Dutch Grand Prix,3567.0
20,7,76.451,Spanish,Fernando Alonso,Dutch Grand Prix,3871.0
21,7,76.558,Spanish,Fernando Alonso,Dutch Grand Prix,17053.0
22,7,75.991,Spanish,Fernando Alonso,Dutch Grand Prix,18817.0
23,7,75.943,Spanish,Fernando Alonso,Dutch Grand Prix,6403.0
24,7,76.258,Spanish,Fernando Alonso,Dutch Grand Prix,21196.0
25,6,76.464,Spanish,Fernando Alonso,Dutch Grand Prix,18776.0
26,6,76.177,Spanish,Fernando Alonso,Dutch Grand Prix,5540.0
27,6,76.39,Spanish,Fernando Alonso,Dutch Grand Prix,6049.0
28,7,77.964,Spanish,Fernando Alonso,Dutch Grand Prix,20189.0
29,7,76.682,Spanish,Fernando Alonso,Dutch Grand Prix,2608.0
30,7,77.04,Spanish,Fernando Alonso,Dutch Grand Prix,9775.0
31,7,76.973,Spanish,Fernando Alonso,Dutch Grand Prix,26792.0
32,6,77.112,Spanish,Fernando Alonso,Dutch Grand Prix,20936.0
33,6,80.105,Spanish,Fernando Alonso,Dutch Grand Prix,6748.0
34,9,94.241,Spanish,Fernando Alonso,Dutch Grand Prix,22496.0
35,9,77.118,Spanish,Fernando Alonso,Dutch Grand Prix,20638.0
36,9,77.548,Spanish,Fernando Alonso,Dutch Grand Prix,10396.0
37,9,75.647,Spanish,Fernando Alonso,Dutch Grand Prix,5415.0
38,9,76.352,Spanish,Fernando Alonso,Dutch Grand Prix,5416.0
39,9,76.03,Spanish,Fernando Alonso,Dutch Grand Prix,5836.0
40,9,76.02,Spanish,Fernando Alonso,Dutch Grand Prix,16938.0
41,9,75.982,Spanish,Fernando Alonso,Dutch Grand Prix,23057.0
42,9,76.596,Spanish,Fernando Alonso,Dutch Grand Prix,6105.0
43,8,75.806,Spanish,Fernando Alonso,Dutch Grand Prix,21770.0
44,8,77.587,Spanish,Fernando Alonso,Dutch Grand Prix,5833.0
45,8,76.814,Spanish,Fernando Alonso,Dutch Grand Prix,19568.0
46,8,75.555,Spanish,Fernando Alonso,Dutch Grand Prix,4008.0
47,7,76.042,Spanish,Fernando Alonso,Dutch Grand Prix,5864.0
48,7,75.555,Spanish,Fernando Alonso,Dutch Grand Prix,19267.0
49,7,75.77,Spanish,Fernando Alonso,Dutch Grand Prix,5521.0
50,7,76.125,Spanish,Fernando Alonso,Dutch Grand Prix,4776.0
51,7,76.754,Spanish,Fernando Alonso,Dutch Grand Prix,4592.0
52,7,74.964,Spanish,Fernando Alonso,Dutch Grand Prix,4715.0
53,7,74.78,Spanish,Fernando Alonso,Dutch Grand Prix,5312.0
54,7,74.525,Spanish,Fernando Alonso,Dutch Grand Prix,4633.0
55,7,74.526,Spanish,Fernando Alonso,Dutch Grand Prix,3405.0
56,7,74.49,Spanish,Fernando Alonso,Dutch Grand Prix,4243.0
57,7,74.324,Spanish,Fernando Alonso,Dutch Grand Prix,7007.0
58,7,74.592,Spanish,Fernando Alonso,Dutch Grand Prix,4540.0
59,7,74.382,Spanish,Fernando Alonso,Dutch Grand Prix,4616.0
60,7,74.323,Spanish,Fernando Alonso,Dutch Grand Prix,11889.0
61,7,74.744,Spanish,Fernando Alonso,Dutch Grand Prix,8204.0
62,7,75.951,Spanish,Fernando Alonso,Dutch Grand Prix,5468.0
63,7,75.61,Spanish,Fernando Alonso,Dutch Grand Prix,3882.0
64,7,76.124,Spanish,Fernando Alonso,Dutch Grand Prix,4356.0
65,7,75.382,Spanish,Fernando Alonso,Dutch Grand Prix,4257.0
66,7,76.21,Spanish,Fernando Alonso,Dutch Grand Prix,8417.0
67,7,76.32,Spanish,Fernando Alonso,Dutch Grand Prix,6883.0
68,7,76.202,Spanish,Fernando Alonso,Dutch Grand Prix,21613.0
69,7,75.977,Spanish,Fernando Alonso,Dutch Grand Prix,51838.0
70,7,76.162,Spanish,Fernando Alonso,Dutch Grand Prix,6327.0
71,6,75.369,Spanish,Fernando Alonso,Dutch Grand Prix,18679.0
1,8,84.84,French,Esteban Ocon,Dutch Grand Prix,19594.0
2,8,78.287,French,Esteban Ocon,Dutch Grand Prix,5314.0
3,8,77.626,French,Esteban Ocon,Dutch Grand Prix,5712.0
4,8,77.623,French,Esteban Ocon,Dutch Grand Prix,10462.0
5,8,78.209,French,Esteban Ocon,Dutch Grand Prix,37915.0
6,8,77.961,French,Esteban Ocon,Dutch Grand Prix,4462.0
7,8,77.966,French,Esteban Ocon,Dutch Grand Prix,5659.0
8,8,77.788,French,Esteban Ocon,Dutch Grand Prix,6463.0
9,8,77.991,French,Esteban Ocon,Dutch Grand Prix,18749.0
10,8,78.251,French,Esteban Ocon,Dutch Grand Prix,7195.0
11,8,78.053,French,Esteban Ocon,Dutch Grand Prix,19177.0
12,8,77.684,French,Esteban Ocon,Dutch Grand Prix,3635.0
13,8,77.427,French,Esteban Ocon,Dutch Grand Prix,4878.0
14,8,77.489,French,Esteban Ocon,Dutch Grand Prix,5709.0
15,8,77.295,French,Esteban Ocon,Dutch Grand Prix,3986.0
16,8,76.956,French,Esteban Ocon,Dutch Grand Prix,5421.0
17,8,76.743,French,Esteban Ocon,Dutch Grand Prix,3059.0
18,8,76.765,French,Esteban Ocon,Dutch Grand Prix,3055.0
19,8,76.787,French,Esteban Ocon,Dutch Grand Prix,3567.0
20,8,76.844,French,Esteban Ocon,Dutch Grand Prix,3871.0
21,8,76.723,French,Esteban Ocon,Dutch Grand Prix,17053.0
22,8,76.912,French,Esteban Ocon,Dutch Grand Prix,18817.0
23,8,76.816,French,Esteban Ocon,Dutch Grand Prix,6403.0
24,8,76.681,French,Esteban Ocon,Dutch Grand Prix,21196.0
25,8,76.706,French,Esteban Ocon,Dutch Grand Prix,18776.0
26,8,76.575,French,Esteban Ocon,Dutch Grand Prix,5540.0
27,8,76.88,French,Esteban Ocon,Dutch Grand Prix,6049.0
28,8,76.681,French,Esteban Ocon,Dutch Grand Prix,20189.0
29,8,76.617,French,Esteban Ocon,Dutch Grand Prix,2608.0
30,8,76.668,French,Esteban Ocon,Dutch Grand Prix,9775.0
31,8,79.92,French,Esteban Ocon,Dutch Grand Prix,26792.0
32,10,92.589,French,Esteban Ocon,Dutch Grand Prix,20936.0
33,10,75.212,French,Esteban Ocon,Dutch Grand Prix,6748.0
34,10,77.995,French,Esteban Ocon,Dutch Grand Prix,22496.0
35,10,76.557,French,Esteban Ocon,Dutch Grand Prix,20638.0
36,10,75.759,French,Esteban Ocon,Dutch Grand Prix,10396.0
37,10,76.177,French,Esteban Ocon,Dutch Grand Prix,5415.0
38,10,76.409,French,Esteban Ocon,Dutch Grand Prix,5416.0
39,10,75.963,French,Esteban Ocon,Dutch Grand Prix,5836.0
40,10,75.906,French,Esteban Ocon,Dutch Grand Prix,16938.0
41,10,76.117,French,Esteban Ocon,Dutch Grand Prix,23057.0
42,10,76.067,French,Esteban Ocon,Dutch Grand Prix,6105.0
43,9,77.035,French,Esteban Ocon,Dutch Grand Prix,21770.0
44,9,76.984,French,Esteban Ocon,Dutch Grand Prix,5833.0
45,9,76.228,French,Esteban Ocon,Dutch Grand Prix,19568.0
46,9,75.92,French,Esteban Ocon,Dutch Grand Prix,4008.0
47,8,75.933,French,Esteban Ocon,Dutch Grand Prix,5864.0
48,8,75.768,French,Esteban Ocon,Dutch Grand Prix,19267.0
49,8,77.242,French,Esteban Ocon,Dutch Grand Prix,5521.0
50,8,75.72,French,Esteban Ocon,Dutch Grand Prix,4776.0
51,8,75.544,French,Esteban Ocon,Dutch Grand Prix,4592.0
52,8,75.486,French,Esteban Ocon,Dutch Grand Prix,4715.0
53,8,75.08,French,Esteban Ocon,Dutch Grand Prix,5312.0
54,8,74.675,French,Esteban Ocon,Dutch Grand Prix,4633.0
55,8,75.109,French,Esteban Ocon,Dutch Grand Prix,3405.0
56,8,74.939,French,Esteban Ocon,Dutch Grand Prix,4243.0
57,8,74.781,French,Esteban Ocon,Dutch Grand Prix,7007.0
58,8,75.023,French,Esteban Ocon,Dutch Grand Prix,4540.0
59,8,74.915,French,Esteban Ocon,Dutch Grand Prix,4616.0
60,8,74.734,French,Esteban Ocon,Dutch Grand Prix,11889.0
61,8,75.051,French,Esteban Ocon,Dutch Grand Prix,8204.0
62,8,75.075,French,Esteban Ocon,Dutch Grand Prix,5468.0
63,8,75.569,French,Esteban Ocon,Dutch Grand Prix,3882.0
64,8,75.15,French,Esteban Ocon,Dutch Grand Prix,4356.0
65,8,75.059,French,Esteban Ocon,Dutch Grand Prix,4257.0
66,8,75.483,French,Esteban Ocon,Dutch Grand Prix,8417.0
67,8,76.319,French,Esteban Ocon,Dutch Grand Prix,6883.0
68,8,75.442,French,Esteban Ocon,Dutch Grand Prix,21613.0
69,9,76.564,French,Esteban Ocon,Dutch Grand Prix,51838.0
70,9,76.423,French,Esteban Ocon,Dutch Grand Prix,6327.0
71,9,76.699,French,Esteban Ocon,Dutch Grand Prix,18679.0
1,9,85.571,Australian,Daniel Ricciardo,Dutch Grand Prix,19594.0
2,9,78.441,Australian,Daniel Ricciardo,Dutch Grand Prix,5314.0
3,9,77.856,Australian,Daniel Ricciardo,Dutch Grand Prix,5712.0
4,9,77.816,Australian,Daniel Ricciardo,Dutch Grand Prix,10462.0
5,9,77.625,Australian,Daniel Ricciardo,Dutch Grand Prix,37915.0
6,9,77.913,Australian,Daniel Ricciardo,Dutch Grand Prix,4462.0
7,9,78.145,Australian,Daniel Ricciardo,Dutch Grand Prix,5659.0
8,9,77.926,Australian,Daniel Ricciardo,Dutch Grand Prix,6463.0
9,9,78.003,Australian,Daniel Ricciardo,Dutch Grand Prix,18749.0
10,9,78.378,Australian,Daniel Ricciardo,Dutch Grand Prix,7195.0
11,9,78.302,Australian,Daniel Ricciardo,Dutch Grand Prix,19177.0
12,9,77.64,Australian,Daniel Ricciardo,Dutch Grand Prix,3635.0
13,9,77.484,Australian,Daniel Ricciardo,Dutch Grand Prix,4878.0
14,9,77.407,Australian,Daniel Ricciardo,Dutch Grand Prix,5709.0
15,9,77.67,Australian,Daniel Ricciardo,Dutch Grand Prix,3986.0
16,9,77.52,Australian,Daniel Ricciardo,Dutch Grand Prix,5421.0
17,9,77.093,Australian,Daniel Ricciardo,Dutch Grand Prix,3059.0
18,9,77.0,Australian,Daniel Ricciardo,Dutch Grand Prix,3055.0
19,9,77.108,Australian,Daniel Ricciardo,Dutch Grand Prix,3567.0
20,9,76.936,Australian,Daniel Ricciardo,Dutch Grand Prix,3871.0
21,9,76.769,Australian,Daniel Ricciardo,Dutch Grand Prix,17053.0
22,9,76.782,Australian,Daniel Ricciardo,Dutch Grand Prix,18817.0
23,9,76.921,Australian,Daniel Ricciardo,Dutch Grand Prix,6403.0
24,9,77.15,Australian,Daniel Ricciardo,Dutch Grand Prix,21196.0
25,9,77.087,Australian,Daniel Ricciardo,Dutch Grand Prix,18776.0
26,9,76.81,Australian,Daniel Ricciardo,Dutch Grand Prix,5540.0
27,9,77.12,Australian,Daniel Ricciardo,Dutch Grand Prix,6049.0
28,9,77.128,Australian,Daniel Ricciardo,Dutch Grand Prix,20189.0
29,9,77.145,Australian,Daniel Ricciardo,Dutch Grand Prix,2608.0
30,9,79.869,Australian,Daniel Ricciardo,Dutch Grand Prix,9775.0
31,12,96.145,Australian,Daniel Ricciardo,Dutch Grand Prix,26792.0
32,11,77.097,Australian,Daniel Ricciardo,Dutch Grand Prix,20936.0
33,11,76.662,Australian,Daniel Ricciardo,Dutch Grand Prix,6748.0
34,11,76.854,Australian,Daniel Ricciardo,Dutch Grand Prix,22496.0
35,11,76.138,Australian,Daniel Ricciardo,Dutch Grand Prix,20638.0
36,11,75.988,Australian,Daniel Ricciardo,Dutch Grand Prix,10396.0
37,11,76.464,Australian,Daniel Ricciardo,Dutch Grand Prix,5415.0
38,11,78.092,Australian,Daniel Ricciardo,Dutch Grand Prix,5416.0
39,11,78.285,Australian,Daniel Ricciardo,Dutch Grand Prix,5836.0
40,11,76.659,Australian,Daniel Ricciardo,Dutch Grand Prix,16938.0
41,11,78.107,Australian,Daniel Ricciardo,Dutch Grand Prix,23057.0
42,11,76.821,Australian,Daniel Ricciardo,Dutch Grand Prix,6105.0
43,10,75.674,Australian,Daniel Ricciardo,Dutch Grand Prix,21770.0
44,10,75.196,Australian,Daniel Ricciardo,Dutch Grand Prix,5833.0
45,11,76.177,Australian,Daniel Ricciardo,Dutch Grand Prix,19568.0
46,11,76.064,Australian,Daniel Ricciardo,Dutch Grand Prix,4008.0
47,11,75.399,Australian,Daniel Ricciardo,Dutch Grand Prix,5864.0
48,10,75.424,Australian,Daniel Ricciardo,Dutch Grand Prix,19267.0
49,10,75.325,Australian,Daniel Ricciardo,Dutch Grand Prix,5521.0
50,10,75.308,Australian,Daniel Ricciardo,Dutch Grand Prix,4776.0
51,10,75.112,Australian,Daniel Ricciardo,Dutch Grand Prix,4592.0
52,10,75.233,Australian,Daniel Ricciardo,Dutch Grand Prix,4715.0
53,10,75.587,Australian,Daniel Ricciardo,Dutch Grand Prix,5312.0
54,11,76.676,Australian,Daniel Ricciardo,Dutch Grand Prix,4633.0
55,11,75.586,Australian,Daniel Ricciardo,Dutch Grand Prix,3405.0
56,11,75.295,Australian,Daniel Ricciardo,Dutch Grand Prix,4243.0
57,11,74.952,Australian,Daniel Ricciardo,Dutch Grand Prix,7007.0
58,11,75.148,Australian,Daniel Ricciardo,Dutch Grand Prix,4540.0
59,11,74.92,Australian,Daniel Ricciardo,Dutch Grand Prix,4616.0
60,11,75.011,Australian,Daniel Ricciardo,Dutch Grand Prix,11889.0
61,11,75.248,Australian,Daniel Ricciardo,Dutch Grand Prix,8204.0
62,11,75.409,Australian,Daniel Ricciardo,Dutch Grand Prix,5468.0
63,11,75.238,Australian,Daniel Ricciardo,Dutch Grand Prix,3882.0
64,11,75.177,Australian,Daniel Ricciardo,Dutch Grand Prix,4356.0
65,11,75.486,Australian,Daniel Ricciardo,Dutch Grand Prix,4257.0
66,11,75.733,Australian,Daniel Ricciardo,Dutch Grand Prix,8417.0
67,11,76.442,Australian,Daniel Ricciardo,Dutch Grand Prix,6883.0
68,11,77.232,Australian,Daniel Ricciardo,Dutch Grand Prix,21613.0
69,11,75.924,Australian,Daniel Ricciardo,Dutch Grand Prix,51838.0
70,11,75.95,Australian,Daniel Ricciardo,Dutch Grand Prix,6327.0
71,11,76.469,Australian,Daniel Ricciardo,Dutch Grand Prix,18679.0
1,10,86.167,Italian,Antonio Giovinazzi,Dutch Grand Prix,19594.0
2,10,78.815,Italian,Antonio Giovinazzi,Dutch Grand Prix,5314.0
3,10,77.772,Italian,Antonio Giovinazzi,Dutch Grand Prix,5712.0
4,10,77.764,Italian,Antonio Giovinazzi,Dutch Grand Prix,10462.0
5,10,77.927,Italian,Antonio Giovinazzi,Dutch Grand Prix,37915.0
6,10,77.915,Italian,Antonio Giovinazzi,Dutch Grand Prix,4462.0
7,10,77.835,Italian,Antonio Giovinazzi,Dutch Grand Prix,5659.0
8,10,78.032,Italian,Antonio Giovinazzi,Dutch Grand Prix,6463.0
9,10,78.555,Italian,Antonio Giovinazzi,Dutch Grand Prix,18749.0
10,10,78.238,Italian,Antonio Giovinazzi,Dutch Grand Prix,7195.0
11,10,78.306,Italian,Antonio Giovinazzi,Dutch Grand Prix,19177.0
12,10,77.988,Italian,Antonio Giovinazzi,Dutch Grand Prix,3635.0
13,10,77.438,Italian,Antonio Giovinazzi,Dutch Grand Prix,4878.0
14,10,77.703,Italian,Antonio Giovinazzi,Dutch Grand Prix,5709.0
15,10,77.555,Italian,Antonio Giovinazzi,Dutch Grand Prix,3986.0
16,10,77.624,Italian,Antonio Giovinazzi,Dutch Grand Prix,5421.0
17,10,77.432,Italian,Antonio Giovinazzi,Dutch Grand Prix,3059.0
18,10,77.24,Italian,Antonio Giovinazzi,Dutch Grand Prix,3055.0
19,10,77.258,Italian,Antonio Giovinazzi,Dutch Grand Prix,3567.0
20,10,76.99,Italian,Antonio Giovinazzi,Dutch Grand Prix,3871.0
21,10,76.859,Italian,Antonio Giovinazzi,Dutch Grand Prix,17053.0
22,10,76.878,Italian,Antonio Giovinazzi,Dutch Grand Prix,18817.0
23,10,76.881,Italian,Antonio Giovinazzi,Dutch Grand Prix,6403.0
24,10,77.06,Italian,Antonio Giovinazzi,Dutch Grand Prix,21196.0
25,10,77.418,Italian,Antonio Giovinazzi,Dutch Grand Prix,18776.0
26,10,76.966,Italian,Antonio Giovinazzi,Dutch Grand Prix,5540.0
27,10,80.442,Italian,Antonio Giovinazzi,Dutch Grand Prix,6049.0
28,14,94.017,Italian,Antonio Giovinazzi,Dutch Grand Prix,20189.0
29,14,77.385,Italian,Antonio Giovinazzi,Dutch Grand Prix,2608.0
30,14,76.568,Italian,Antonio Giovinazzi,Dutch Grand Prix,9775.0
31,13,77.305,Italian,Antonio Giovinazzi,Dutch Grand Prix,26792.0
32,12,77.072,Italian,Antonio Giovinazzi,Dutch Grand Prix,20936.0
33,14,81.476,Italian,Antonio Giovinazzi,Dutch Grand Prix,6748.0
34,18,95.464,Italian,Antonio Giovinazzi,Dutch Grand Prix,22496.0
35,18,75.5,Italian,Antonio Giovinazzi,Dutch Grand Prix,20638.0
36,18,76.057,Italian,Antonio Giovinazzi,Dutch Grand Prix,10396.0
37,18,75.833,Italian,Antonio Giovinazzi,Dutch Grand Prix,5415.0
38,18,76.157,Italian,Antonio Giovinazzi,Dutch Grand Prix,5416.0
