lap,position,seconds,nationality,drivername,name,time_gap
39,18,76.042,Italian,Antonio Giovinazzi,Dutch Grand Prix,5836.0
40,17,76.158,Italian,Antonio Giovinazzi,Dutch Grand Prix,16938.0
41,17,76.375,Italian,Antonio Giovinazzi,Dutch Grand Prix,23057.0
42,17,76.85,Italian,Antonio Giovinazzi,Dutch Grand Prix,6105.0
43,17,76.91,Italian,Antonio Giovinazzi,Dutch Grand Prix,21770.0
44,16,76.851,Italian,Antonio Giovinazzi,Dutch Grand Prix,5833.0
45,16,76.159,Italian,Antonio Giovinazzi,Dutch Grand Prix,19568.0
46,16,75.942,Italian,Antonio Giovinazzi,Dutch Grand Prix,4008.0
47,16,75.954,Italian,Antonio Giovinazzi,Dutch Grand Prix,5864.0
48,15,76.138,Italian,Antonio Giovinazzi,Dutch Grand Prix,19267.0
49,15,78.645,Italian,Antonio Giovinazzi,Dutch Grand Prix,5521.0
50,15,76.191,Italian,Antonio Giovinazzi,Dutch Grand Prix,4776.0
51,15,76.756,Italian,Antonio Giovinazzi,Dutch Grand Prix,4592.0
52,15,78.226,Italian,Antonio Giovinazzi,Dutch Grand Prix,4715.0
53,15,77.444,Italian,Antonio Giovinazzi,Dutch Grand Prix,5312.0
54,15,77.131,Italian,Antonio Giovinazzi,Dutch Grand Prix,4633.0
55,15,76.634,Italian,Antonio Giovinazzi,Dutch Grand Prix,3405.0
56,15,77.898,Italian,Antonio Giovinazzi,Dutch Grand Prix,4243.0
57,15,78.375,Italian,Antonio Giovinazzi,Dutch Grand Prix,7007.0
58,14,75.529,Italian,Antonio Giovinazzi,Dutch Grand Prix,4540.0
59,14,75.447,Italian,Antonio Giovinazzi,Dutch Grand Prix,4616.0
60,14,75.244,Italian,Antonio Giovinazzi,Dutch Grand Prix,11889.0
61,14,75.495,Italian,Antonio Giovinazzi,Dutch Grand Prix,8204.0
62,15,76.965,Italian,Antonio Giovinazzi,Dutch Grand Prix,5468.0
63,15,75.784,Italian,Antonio Giovinazzi,Dutch Grand Prix,3882.0
64,15,75.347,Italian,Antonio Giovinazzi,Dutch Grand Prix,4356.0
65,15,75.554,Italian,Antonio Giovinazzi,Dutch Grand Prix,4257.0
66,15,75.125,Italian,Antonio Giovinazzi,Dutch Grand Prix,8417.0
67,15,75.279,Italian,Antonio Giovinazzi,Dutch Grand Prix,6883.0
68,15,75.498,Italian,Antonio Giovinazzi,Dutch Grand Prix,21613.0
69,14,75.991,Italian,Antonio Giovinazzi,Dutch Grand Prix,51838.0
70,14,75.343,Italian,Antonio Giovinazzi,Dutch Grand Prix,6327.0
1,11,86.802,British,George Russell,Dutch Grand Prix,19594.0
2,11,79.368,British,George Russell,Dutch Grand Prix,5314.0
3,11,77.818,British,George Russell,Dutch Grand Prix,5712.0
4,11,77.888,British,George Russell,Dutch Grand Prix,10462.0
5,11,78.014,British,George Russell,Dutch Grand Prix,37915.0
6,11,78.225,British,George Russell,Dutch Grand Prix,4462.0
7,11,77.873,British,George Russell,Dutch Grand Prix,5659.0
8,11,77.988,British,George Russell,Dutch Grand Prix,6463.0
9,11,78.223,British,George Russell,Dutch Grand Prix,18749.0
10,11,78.351,British,George Russell,Dutch Grand Prix,7195.0
11,11,78.558,British,George Russell,Dutch Grand Prix,19177.0
12,11,78.022,British,George Russell,Dutch Grand Prix,3635.0
13,11,77.696,British,George Russell,Dutch Grand Prix,4878.0
14,11,77.648,British,George Russell,Dutch Grand Prix,5709.0
15,11,77.85,British,George Russell,Dutch Grand Prix,3986.0
16,11,77.55,British,George Russell,Dutch Grand Prix,5421.0
17,11,77.502,British,George Russell,Dutch Grand Prix,3059.0
18,11,77.267,British,George Russell,Dutch Grand Prix,3055.0
19,11,77.447,British,George Russell,Dutch Grand Prix,3567.0
20,11,77.162,British,George Russell,Dutch Grand Prix,3871.0
21,11,76.709,British,George Russell,Dutch Grand Prix,17053.0
22,11,76.785,British,George Russell,Dutch Grand Prix,18817.0
23,11,76.555,British,George Russell,Dutch Grand Prix,6403.0
24,11,77.012,British,George Russell,Dutch Grand Prix,21196.0
25,11,77.251,British,George Russell,Dutch Grand Prix,18776.0
26,11,77.094,British,George Russell,Dutch Grand Prix,5540.0
27,11,79.487,British,George Russell,Dutch Grand Prix,6049.0
28,15,94.763,British,George Russell,Dutch Grand Prix,20189.0
29,15,76.599,British,George Russell,Dutch Grand Prix,2608.0
30,15,76.293,British,George Russell,Dutch Grand Prix,9775.0
31,15,77.716,British,George Russell,Dutch Grand Prix,26792.0
32,13,76.655,British,George Russell,Dutch Grand Prix,20936.0
33,12,77.535,British,George Russell,Dutch Grand Prix,6748.0
34,12,76.377,British,George Russell,Dutch Grand Prix,22496.0
35,12,76.349,British,George Russell,Dutch Grand Prix,20638.0
36,12,75.853,British,George Russell,Dutch Grand Prix,10396.0
37,12,75.929,British,George Russell,Dutch Grand Prix,5415.0
38,12,77.042,British,George Russell,Dutch Grand Prix,5416.0
39,12,78.298,British,George Russell,Dutch Grand Prix,5836.0
40,12,77.461,British,George Russell,Dutch Grand Prix,16938.0
41,12,77.179,British,George Russell,Dutch Grand Prix,23057.0
42,12,76.794,British,George Russell,Dutch Grand Prix,6105.0
43,12,77.544,British,George Russell,Dutch Grand Prix,21770.0
44,12,76.564,British,George Russell,Dutch Grand Prix,5833.0
45,12,76.279,British,George Russell,Dutch Grand Prix,19568.0
46,12,76.068,British,George Russell,Dutch Grand Prix,4008.0
47,12,76.057,British,George Russell,Dutch Grand Prix,5864.0
48,12,76.625,British,George Russell,Dutch Grand Prix,19267.0
49,12,76.7,British,George Russell,Dutch Grand Prix,5521.0
50,12,76.249,British,George Russell,Dutch Grand Prix,4776.0
51,12,75.821,British,George Russell,Dutch Grand Prix,4592.0
52,12,75.921,British,George Russell,Dutch Grand Prix,4715.0
53,12,75.81,British,George Russell,Dutch Grand Prix,5312.0
54,12,75.719,British,George Russell,Dutch Grand Prix,4633.0
55,12,75.809,British,George Russell,Dutch Grand Prix,3405.0
56,12,75.815,British,George Russell,Dutch Grand Prix,4243.0
57,12,75.628,British,George Russell,Dutch Grand Prix,7007.0
58,12,75.874,British,George Russell,Dutch Grand Prix,4540.0
59,12,76.087,British,George Russell,Dutch Grand Prix,4616.0
60,12,76.33,British,George Russell,Dutch Grand Prix,11889.0
61,12,76.305,British,George Russell,Dutch Grand Prix,8204.0
62,12,75.954,British,George Russell,Dutch Grand Prix,5468.0
63,12,76.432,British,George Russell,Dutch Grand Prix,3882.0
64,12,76.659,British,George Russell,Dutch Grand Prix,4356.0
65,12,76.732,British,George Russell,Dutch Grand Prix,4257.0
66,12,76.399,British,George Russell,Dutch Grand Prix,8417.0
67,12,79.711,British,George Russell,Dutch Grand Prix,6883.0
68,13,82.782,British,George Russell,Dutch Grand Prix,21613.0
69,17,124.387,British,George Russell,Dutch Grand Prix,51838.0
1,12,87.168,Canadian,Lance Stroll,Dutch Grand Prix,19594.0
2,12,79.48,Canadian,Lance Stroll,Dutch Grand Prix,5314.0
3,12,77.944,Canadian,Lance Stroll,Dutch Grand Prix,5712.0
4,12,77.787,Canadian,Lance Stroll,Dutch Grand Prix,10462.0
5,12,77.927,Canadian,Lance Stroll,Dutch Grand Prix,37915.0
6,12,78.432,Canadian,Lance Stroll,Dutch Grand Prix,4462.0
7,12,77.991,Canadian,Lance Stroll,Dutch Grand Prix,5659.0
8,12,77.947,Canadian,Lance Stroll,Dutch Grand Prix,6463.0
9,12,78.079,Canadian,Lance Stroll,Dutch Grand Prix,18749.0
10,12,78.353,Canadian,Lance Stroll,Dutch Grand Prix,7195.0
11,12,78.373,Canadian,Lance Stroll,Dutch Grand Prix,19177.0
12,12,78.202,Canadian,Lance Stroll,Dutch Grand Prix,3635.0
13,12,77.81,Canadian,Lance Stroll,Dutch Grand Prix,4878.0
14,12,77.599,Canadian,Lance Stroll,Dutch Grand Prix,5709.0
15,12,77.806,Canadian,Lance Stroll,Dutch Grand Prix,3986.0
16,12,77.698,Canadian,Lance Stroll,Dutch Grand Prix,5421.0
17,12,77.429,Canadian,Lance Stroll,Dutch Grand Prix,3059.0
18,12,77.275,Canadian,Lance Stroll,Dutch Grand Prix,3055.0
19,12,77.597,Canadian,Lance Stroll,Dutch Grand Prix,3567.0
20,12,77.236,Canadian,Lance Stroll,Dutch Grand Prix,3871.0
21,12,76.884,Canadian,Lance Stroll,Dutch Grand Prix,17053.0
22,12,76.809,Canadian,Lance Stroll,Dutch Grand Prix,18817.0
23,12,76.875,Canadian,Lance Stroll,Dutch Grand Prix,6403.0
24,12,76.902,Canadian,Lance Stroll,Dutch Grand Prix,21196.0
25,12,77.252,Canadian,Lance Stroll,Dutch Grand Prix,18776.0
26,12,77.772,Canadian,Lance Stroll,Dutch Grand Prix,5540.0
27,14,79.91,Canadian,Lance Stroll,Dutch Grand Prix,6049.0
28,16,94.573,Canadian,Lance Stroll,Dutch Grand Prix,20189.0
29,16,76.082,Canadian,Lance Stroll,Dutch Grand Prix,2608.0
30,16,75.935,Canadian,Lance Stroll,Dutch Grand Prix,9775.0
31,16,77.049,Canadian,Lance Stroll,Dutch Grand Prix,26792.0
32,15,78.694,Canadian,Lance Stroll,Dutch Grand Prix,20936.0
33,13,75.902,Canadian,Lance Stroll,Dutch Grand Prix,6748.0
34,13,76.279,Canadian,Lance Stroll,Dutch Grand Prix,22496.0
35,13,76.239,Canadian,Lance Stroll,Dutch Grand Prix,20638.0
36,13,76.044,Canadian,Lance Stroll,Dutch Grand Prix,10396.0
37,13,75.974,Canadian,Lance Stroll,Dutch Grand Prix,5415.0
38,13,76.681,Canadian,Lance Stroll,Dutch Grand Prix,5416.0
39,13,78.278,Canadian,Lance Stroll,Dutch Grand Prix,5836.0
40,13,77.417,Canadian,Lance Stroll,Dutch Grand Prix,16938.0
41,13,77.07,Canadian,Lance Stroll,Dutch Grand Prix,23057.0
42,13,76.812,Canadian,Lance Stroll,Dutch Grand Prix,6105.0
43,13,77.68,Canadian,Lance Stroll,Dutch Grand Prix,21770.0
44,13,76.613,Canadian,Lance Stroll,Dutch Grand Prix,5833.0
45,13,76.288,Canadian,Lance Stroll,Dutch Grand Prix,19568.0
46,13,76.128,Canadian,Lance Stroll,Dutch Grand Prix,4008.0
47,13,75.981,Canadian,Lance Stroll,Dutch Grand Prix,5864.0
48,13,76.658,Canadian,Lance Stroll,Dutch Grand Prix,19267.0
49,13,76.543,Canadian,Lance Stroll,Dutch Grand Prix,5521.0
50,13,76.284,Canadian,Lance Stroll,Dutch Grand Prix,4776.0
51,13,75.995,Canadian,Lance Stroll,Dutch Grand Prix,4592.0
52,13,75.918,Canadian,Lance Stroll,Dutch Grand Prix,4715.0
53,13,75.747,Canadian,Lance Stroll,Dutch Grand Prix,5312.0
54,13,75.661,Canadian,Lance Stroll,Dutch Grand Prix,4633.0
55,13,75.834,Canadian,Lance Stroll,Dutch Grand Prix,3405.0
56,13,75.8,Canadian,Lance Stroll,Dutch Grand Prix,4243.0
57,13,75.611,Canadian,Lance Stroll,Dutch Grand Prix,7007.0
58,13,75.794,Canadian,Lance Stroll,Dutch Grand Prix,4540.0
59,13,76.108,Canadian,Lance Stroll,Dutch Grand Prix,4616.0
60,13,76.354,Canadian,Lance Stroll,Dutch Grand Prix,11889.0
61,13,76.294,Canadian,Lance Stroll,Dutch Grand Prix,8204.0
62,13,76.051,Canadian,Lance Stroll,Dutch Grand Prix,5468.0
63,13,76.368,Canadian,Lance Stroll,Dutch Grand Prix,3882.0
64,13,76.523,Canadian,Lance Stroll,Dutch Grand Prix,4356.0
65,13,77.436,Canadian,Lance Stroll,Dutch Grand Prix,4257.0
66,13,80.618,Canadian,Lance Stroll,Dutch Grand Prix,8417.0
67,13,76.765,Canadian,Lance Stroll,Dutch Grand Prix,6883.0
68,12,77.687,Canadian,Lance Stroll,Dutch Grand Prix,21613.0
69,12,78.231,Canadian,Lance Stroll,Dutch Grand Prix,51838.0
70,12,76.181,Canadian,Lance Stroll,Dutch Grand Prix,6327.0
1,13,87.415,British,Lando Norris,Dutch Grand Prix,19594.0
2,13,79.679,British,Lando Norris,Dutch Grand Prix,5314.0
3,13,78.278,British,Lando Norris,Dutch Grand Prix,5712.0
4,13,78.073,British,Lando Norris,Dutch Grand Prix,10462.0
5,13,77.697,British,Lando Norris,Dutch Grand Prix,37915.0
6,13,78.241,British,Lando Norris,Dutch Grand Prix,4462.0
7,13,78.185,British,Lando Norris,Dutch Grand Prix,5659.0
8,13,77.957,British,Lando Norris,Dutch Grand Prix,6463.0
9,13,78.531,British,Lando Norris,Dutch Grand Prix,18749.0
10,13,78.297,British,Lando Norris,Dutch Grand Prix,7195.0
11,13,78.186,British,Lando Norris,Dutch Grand Prix,19177.0
12,13,78.15,British,Lando Norris,Dutch Grand Prix,3635.0
13,13,77.95,British,Lando Norris,Dutch Grand Prix,4878.0
14,13,77.903,British,Lando Norris,Dutch Grand Prix,5709.0
15,13,77.68,British,Lando Norris,Dutch Grand Prix,3986.0
16,13,77.475,British,Lando Norris,Dutch Grand Prix,5421.0
17,13,77.592,British,Lando Norris,Dutch Grand Prix,3059.0
18,13,77.337,British,Lando Norris,Dutch Grand Prix,3055.0
19,13,77.416,British,Lando Norris,Dutch Grand Prix,3567.0
20,13,77.398,British,Lando Norris,Dutch Grand Prix,3871.0
21,13,76.927,British,Lando Norris,Dutch Grand Prix,17053.0
22,13,76.81,British,Lando Norris,Dutch Grand Prix,18817.0
23,13,76.862,British,Lando Norris,Dutch Grand Prix,6403.0
24,13,76.767,British,Lando Norris,Dutch Grand Prix,21196.0
25,13,76.791,British,Lando Norris,Dutch Grand Prix,18776.0
26,13,77.564,British,Lando Norris,Dutch Grand Prix,5540.0
27,12,77.321,British,Lando Norris,Dutch Grand Prix,6049.0
28,10,76.363,British,Lando Norris,Dutch Grand Prix,20189.0
29,10,76.28,British,Lando Norris,Dutch Grand Prix,2608.0
30,10,76.217,British,Lando Norris,Dutch Grand Prix,9775.0
31,9,76.158,British,Lando Norris,Dutch Grand Prix,26792.0
32,8,76.457,British,Lando Norris,Dutch Grand Prix,20936.0
33,8,76.424,British,Lando Norris,Dutch Grand Prix,6748.0
34,7,76.312,British,Lando Norris,Dutch Grand Prix,22496.0
35,7,76.175,British,Lando Norris,Dutch Grand Prix,20638.0
36,7,76.305,British,Lando Norris,Dutch Grand Prix,10396.0
37,7,76.206,British,Lando Norris,Dutch Grand Prix,5415.0
38,7,79.628,British,Lando Norris,Dutch Grand Prix,5416.0
39,7,76.366,British,Lando Norris,Dutch Grand Prix,5836.0
40,7,76.313,British,Lando Norris,Dutch Grand Prix,16938.0
41,7,76.293,British,Lando Norris,Dutch Grand Prix,23057.0
42,8,79.533,British,Lando Norris,Dutch Grand Prix,6105.0
43,11,95.25,British,Lando Norris,Dutch Grand Prix,21770.0
44,11,74.686,British,Lando Norris,Dutch Grand Prix,5833.0
45,10,74.6,British,Lando Norris,Dutch Grand Prix,19568.0
46,10,74.379,British,Lando Norris,Dutch Grand Prix,4008.0
47,10,74.459,British,Lando Norris,Dutch Grand Prix,5864.0
48,9,74.236,British,Lando Norris,Dutch Grand Prix,19267.0
49,9,74.278,British,Lando Norris,Dutch Grand Prix,5521.0
50,9,74.384,British,Lando Norris,Dutch Grand Prix,4776.0
51,9,74.482,British,Lando Norris,Dutch Grand Prix,4592.0
52,9,74.67,British,Lando Norris,Dutch Grand Prix,4715.0
53,9,75.033,British,Lando Norris,Dutch Grand Prix,5312.0
54,9,74.752,British,Lando Norris,Dutch Grand Prix,4633.0
55,9,74.538,British,Lando Norris,Dutch Grand Prix,3405.0
56,9,74.805,British,Lando Norris,Dutch Grand Prix,4243.0
57,9,74.897,British,Lando Norris,Dutch Grand Prix,7007.0
58,9,75.269,British,Lando Norris,Dutch Grand Prix,4540.0
59,9,75.157,British,Lando Norris,Dutch Grand Prix,4616.0
60,9,75.074,British,Lando Norris,Dutch Grand Prix,11889.0
61,9,74.967,British,Lando Norris,Dutch Grand Prix,8204.0
62,9,75.24,British,Lando Norris,Dutch Grand Prix,5468.0
63,9,74.928,British,Lando Norris,Dutch Grand Prix,3882.0
64,9,75.108,British,Lando Norris,Dutch Grand Prix,4356.0
65,10,77.865,British,Lando Norris,Dutch Grand Prix,4257.0
66,10,75.694,British,Lando Norris,Dutch Grand Prix,8417.0
67,10,76.019,British,Lando Norris,Dutch Grand Prix,6883.0
68,10,76.381,British,Lando Norris,Dutch Grand Prix,21613.0
69,10,75.616,British,Lando Norris,Dutch Grand Prix,51838.0
70,10,75.261,British,Lando Norris,Dutch Grand Prix,6327.0
71,10,76.185,British,Lando Norris,Dutch Grand Prix,18679.0
1,14,87.952,Japanese,Yuki Tsunoda,Dutch Grand Prix,19594.0
2,14,79.733,Japanese,Yuki Tsunoda,Dutch Grand Prix,5314.0
3,14,78.452,Japanese,Yuki Tsunoda,Dutch Grand Prix,5712.0
4,14,78.017,Japanese,Yuki Tsunoda,Dutch Grand Prix,10462.0
5,14,77.728,Japanese,Yuki Tsunoda,Dutch Grand Prix,37915.0
6,14,78.11,Japanese,Yuki Tsunoda,Dutch Grand Prix,4462.0
7,14,78.488,Japanese,Yuki Tsunoda,Dutch Grand Prix,5659.0
8,14,78.082,Japanese,Yuki Tsunoda,Dutch Grand Prix,6463.0
9,14,78.538,Japanese,Yuki Tsunoda,Dutch Grand Prix,18749.0
10,14,78.327,Japanese,Yuki Tsunoda,Dutch Grand Prix,7195.0
11,14,78.483,Japanese,Yuki Tsunoda,Dutch Grand Prix,19177.0
12,14,78.077,Japanese,Yuki Tsunoda,Dutch Grand Prix,3635.0
13,14,77.999,Japanese,Yuki Tsunoda,Dutch Grand Prix,4878.0
14,14,77.877,Japanese,Yuki Tsunoda,Dutch Grand Prix,5709.0
15,14,77.738,Japanese,Yuki Tsunoda,Dutch Grand Prix,3986.0
16,14,77.81,Japanese,Yuki Tsunoda,Dutch Grand Prix,5421.0
17,14,77.625,Japanese,Yuki Tsunoda,Dutch Grand Prix,3059.0
18,14,77.487,Japanese,Yuki Tsunoda,Dutch Grand Prix,3055.0
19,14,77.239,Japanese,Yuki Tsunoda,Dutch Grand Prix,3567.0
20,14,77.325,Japanese,Yuki Tsunoda,Dutch Grand Prix,3871.0
21,14,76.948,Japanese,Yuki Tsunoda,Dutch Grand Prix,17053.0
22,14,76.909,Japanese,Yuki Tsunoda,Dutch Grand Prix,18817.0
23,15,78.227,Japanese,Yuki Tsunoda,Dutch Grand Prix,6403.0
24,15,77.548,Japanese,Yuki Tsunoda,Dutch Grand Prix,21196.0
25,15,77.169,Japanese,Yuki Tsunoda,Dutch Grand Prix,18776.0
26,15,77.218,Japanese,Yuki Tsunoda,Dutch Grand Prix,5540.0
27,15,77.178,Japanese,Yuki Tsunoda,Dutch Grand Prix,6049.0
28,12,77.023,Japanese,Yuki Tsunoda,Dutch Grand Prix,20189.0
29,12,77.206,Japanese,Yuki Tsunoda,Dutch Grand Prix,2608.0
30,12,77.154,Japanese,Yuki Tsunoda,Dutch Grand Prix,9775.0
31,11,80.565,Japanese,Yuki Tsunoda,Dutch Grand Prix,26792.0
32,17,95.553,Japanese,Yuki Tsunoda,Dutch Grand Prix,20936.0
33,17,76.285,Japanese,Yuki Tsunoda,Dutch Grand Prix,6748.0
34,16,76.612,Japanese,Yuki Tsunoda,Dutch Grand Prix,22496.0
35,16,77.794,Japanese,Yuki Tsunoda,Dutch Grand Prix,20638.0
36,15,77.048,Japanese,Yuki Tsunoda,Dutch Grand Prix,10396.0
37,15,76.635,Japanese,Yuki Tsunoda,Dutch Grand Prix,5415.0
38,15,77.323,Japanese,Yuki Tsunoda,Dutch Grand Prix,5416.0
39,14,76.831,Japanese,Yuki Tsunoda,Dutch Grand Prix,5836.0
40,14,76.509,Japanese,Yuki Tsunoda,Dutch Grand Prix,16938.0
41,14,76.438,Japanese,Yuki Tsunoda,Dutch Grand Prix,23057.0
42,14,76.371,Japanese,Yuki Tsunoda,Dutch Grand Prix,6105.0
43,14,76.004,Japanese,Yuki Tsunoda,Dutch Grand Prix,21770.0
44,14,75.783,Japanese,Yuki Tsunoda,Dutch Grand Prix,5833.0
45,14,76.101,Japanese,Yuki Tsunoda,Dutch Grand Prix,19568.0
46,14,76.089,Japanese,Yuki Tsunoda,Dutch Grand Prix,4008.0
47,14,76.134,Japanese,Yuki Tsunoda,Dutch Grand Prix,5864.0
48,16,88.936,Japanese,Yuki Tsunoda,Dutch Grand Prix,19267.0
1,15,88.261,German,Sebastian Vettel,Dutch Grand Prix,19594.0
2,15,79.832,German,Sebastian Vettel,Dutch Grand Prix,5314.0
3,15,78.565,German,Sebastian Vettel,Dutch Grand Prix,5712.0
4,15,78.322,German,Sebastian Vettel,Dutch Grand Prix,10462.0
5,15,78.01,German,Sebastian Vettel,Dutch Grand Prix,37915.0
6,15,78.529,German,Sebastian Vettel,Dutch Grand Prix,4462.0
7,15,78.106,German,Sebastian Vettel,Dutch Grand Prix,5659.0
8,15,77.806,German,Sebastian Vettel,Dutch Grand Prix,6463.0
9,15,78.778,German,Sebastian Vettel,Dutch Grand Prix,18749.0
10,16,81.791,German,Sebastian Vettel,Dutch Grand Prix,7195.0
11,19,93.905,German,Sebastian Vettel,Dutch Grand Prix,19177.0
12,19,76.404,German,Sebastian Vettel,Dutch Grand Prix,3635.0
13,19,76.742,German,Sebastian Vettel,Dutch Grand Prix,4878.0
14,19,76.372,German,Sebastian Vettel,Dutch Grand Prix,5709.0
15,19,76.587,German,Sebastian Vettel,Dutch Grand Prix,3986.0
16,19,76.508,German,Sebastian Vettel,Dutch Grand Prix,5421.0
17,19,76.863,German,Sebastian Vettel,Dutch Grand Prix,3059.0
18,19,76.939,German,Sebastian Vettel,Dutch Grand Prix,3055.0
19,19,78.902,German,Sebastian Vettel,Dutch Grand Prix,3567.0
20,19,77.795,German,Sebastian Vettel,Dutch Grand Prix,3871.0
21,19,78.365,German,Sebastian Vettel,Dutch Grand Prix,17053.0
22,19,77.281,German,Sebastian Vettel,Dutch Grand Prix,18817.0
23,19,79.398,German,Sebastian Vettel,Dutch Grand Prix,6403.0
24,17,77.92,German,Sebastian Vettel,Dutch Grand Prix,21196.0
25,17,77.756,German,Sebastian Vettel,Dutch Grand Prix,18776.0
26,17,78.329,German,Sebastian Vettel,Dutch Grand Prix,5540.0
27,17,76.812,German,Sebastian Vettel,Dutch Grand Prix,6049.0
28,17,76.888,German,Sebastian Vettel,Dutch Grand Prix,20189.0
29,17,76.695,German,Sebastian Vettel,Dutch Grand Prix,2608.0
30,17,76.583,German,Sebastian Vettel,Dutch Grand Prix,9775.0
31,17,76.594,German,Sebastian Vettel,Dutch Grand Prix,26792.0
32,16,77.159,German,Sebastian Vettel,Dutch Grand Prix,20936.0
33,16,77.219,German,Sebastian Vettel,Dutch Grand Prix,6748.0
34,15,77.641,German,Sebastian Vettel,Dutch Grand Prix,22496.0
35,15,77.46,German,Sebastian Vettel,Dutch Grand Prix,20638.0
36,17,85.111,German,Sebastian Vettel,Dutch Grand Prix,10396.0
37,17,76.944,German,Sebastian Vettel,Dutch Grand Prix,5415.0
38,17,76.661,German,Sebastian Vettel,Dutch Grand Prix,5416.0
39,17,76.94,German,Sebastian Vettel,Dutch Grand Prix,5836.0
40,16,77.681,German,Sebastian Vettel,Dutch Grand Prix,16938.0
41,16,77.222,German,Sebastian Vettel,Dutch Grand Prix,23057.0
42,16,77.094,German,Sebastian Vettel,Dutch Grand Prix,6105.0
43,16,76.625,German,Sebastian Vettel,Dutch Grand Prix,21770.0
44,17,79.511,German,Sebastian Vettel,Dutch Grand Prix,5833.0
45,18,93.4,German,Sebastian Vettel,Dutch Grand Prix,19568.0
46,18,75.206,German,Sebastian Vettel,Dutch Grand Prix,4008.0
47,18,75.089,German,Sebastian Vettel,Dutch Grand Prix,5864.0
48,18,75.927,German,Sebastian Vettel,Dutch Grand Prix,19267.0
49,17,75.909,German,Sebastian Vettel,Dutch Grand Prix,5521.0
